,max_sharpe,minimum_variance,risk_parity,equal_weight
2018-03-23,-0.0014210646126608499,0.01041901650487451,0.007181017173440506,0.006728881226564064
2018-03-26,-0.029050991921350522,-0.014936348451493244,-0.01599661106731383,-0.016329454877917832
2018-03-27,-0.010308892595024242,-0.007702559449968543,-0.008841049861684788,-0.008717025296174758
2018-03-28,-0.007950713862627844,-0.007464978388057185,-0.007430472841496601,-0.007734078590144318
2018-03-29,0.015081289950910376,0.010377935314693857,0.010528569315156288,0.01045143526642367
2018-03-30,0.010255146440804103,0.003975378166324864,0.00392522710711236,0.0037314571742501444
2018-04-02,0.0069124235658768966,0.01270119136642268,0.009793054106872388,0.00932897385213255
2018-04-03,-0.004187848321214784,-0.005788460735767178,-0.0037746652531355776,-0.0031982546051522722
2018-04-04,-0.006529210909687549,-0.005021697678373685,-0.005164055947626666,-0.004999202413846474
2018-04-05,0.014682449147919732,0.008832553110589014,0.010147781757562356,0.010059609645898322
2018-04-06,-0.00010581678443848858,-0.004421992471274343,-0.0043358084344692575,-0.004271815468495532
2018-04-09,-0.02432201659777598,-0.012689402608573496,-0.014138294780228114,-0.014683114546992096
2018-04-10,-0.009900765039911563,-0.011214610589787477,-0.008660831019892935,-0.008280437390880153
2018-04-11,-0.032489354888673376,-0.013338246994517012,-0.016269278607781427,-0.016989212258965675
2018-04-12,0.006522370162937342,0.005170646208380637,0.005523535827313014,0.005678416981185467
2018-04-13,0.011397838753879947,0.01260292729077737,0.013668534391579487,0.01371833280823124
2018-04-16,0.0032054062662804075,0.008741038290380988,0.005632736464684576,0.005228560351000665
2018-04-17,0.015422875549149952,-0.005874955868159283,-0.002122228831417791,-0.0013852362601495427
2018-04-18,-0.0005884940754922905,0.004688291513342678,0.004293031524033643,0.004551617224574162
2018-04-19,0.008339769699120704,-0.0029112026511509044,-0.0007658812158526482,-0.00041858671841151374
2018-04-20,0.001549765887775764,-0.008216775670115792,-0.005433380305912786,-0.004615262372963669
2018-04-23,0.006302696992319632,0.006217969087843053,0.006530352587658049,0.006556060015143342
2018-04-24,-0.013607480154393158,-0.00017690890854455332,-0.002547975826236503,-0.003572167649721643
2018-04-25,-0.006774887737977907,0.001864826138472954,-0.00017249191503324914,-0.0008432808069186817
2018-04-26,0.001697405055433624,-0.0025855918554271396,-0.0022280982460056845,-0.0023023359810114274
2018-04-27,-0.0013860841643024524,-0.012501202426283489,-0.010319921790062319,-0.010123953795450167
2018-04-30,0.0049892117081567185,0.004268402449623648,0.0019095037427708512,0.001917693918211246
2018-05-01,0.006317105260996036,-0.005576307679074511,-0.004366231465937525,-0.0038410062119774895
2018-05-02,-0.0016284128454752977,0.004762535710503224,0.004990298905579785,0.004924920771691155
2018-05-03,0.014395830520086821,0.000573912119933786,0.0030431220976604887,0.003639704013949567
2018-05-04,-0.004639021454397371,-0.0016355158841485755,-0.0027077955784878083,-0.002819074074076
2018-05-07,0.009954203131088244,0.002795308510720948,0.0022982346950201947,0.0021800012573601575
2018-05-08,0.022224727561779532,-0.005075317253151839,-0.0029235177409086014,-0.0021843353684718463
2018-05-09,-0.005178501241317201,-0.0060375968447932745,-0.007200644623150788,-0.007159265266173405
2018-05-10,-0.022170893065479914,-0.005600997071554424,-0.007872246976952177,-0.008241639996916145
2018-05-11,-0.01418720900060932,-0.01174494090680327,-0.01291217460479704,-0.012547489739387501
2018-05-14,0.0030025563387176854,-0.008048171344550487,-0.0045130061573902085,-0.0036639236821018155
2018-05-15,-0.004498402991320643,-0.015331235011989608,-0.012459392197306051,-0.01180995218417217
2018-05-16,-0.011314497941277472,-0.008396005911805319,-0.008680724842622809,-0.009004180558330077
2018-05-17,0.012718879433742785,-0.003123807916615188,-0.0008854929949946252,-0.0004250382683188001
2018-05-18,-0.004447062291218054,-0.006408096561876544,-0.006243914891489431,-0.006226417996571346
2018-05-21,0.005752500582405852,-0.004591520777910748,-0.0039397388972382714,-0.003998300738724203
2018-05-22,0.025206272689703737,0.01224570727107577,0.013911289623861844,0.014398024913335491
2018-05-23,0.013670242529844659,-0.006537535910102678,-0.00423846246692517,-0.00352516891796073
2018-05-24,0.0072348142995083565,0.0009203812192498241,0.002063459569269466,0.0020350039610656876
2018-05-25,0.004793263917060324,-0.009130212464397967,-0.007695193709697597,-0.007371535215966228
2018-05-28,-0.00450927603434335,-0.011113053457867676,-0.01009296210056837,-0.00979174688382154
2018-05-29,-0.0226289797145086,-0.009082933576720326,-0.01032660556537299,-0.010933604848700132
2018-05-30,0.014089710063196897,-0.0006123034667552243,0.001362521515528215,0.0019522764515033098
2018-05-31,0.012380366433668218,0.012359418123924472,0.012444576300233236,0.012641532053929058
2018-06-01,-0.005346294001912521,-0.007319933249750318,-0.004886587729669557,-0.004559842000041299
2018-06-04,0.004734580146783829,0.006443949775382931,0.006720818984030622,0.006597528379591561
2018-06-05,0.00015074712273351355,0.004136216026943563,0.003723708447526915,0.003670282842120176
2018-06-06,-0.004930743628402278,-0.005263553389080636,-0.005374608514299509,-0.0055107014002523
2018-06-07,-0.005239344119417749,-0.009828013934140215,-0.008867056150277794,-0.008921546115749707
2018-06-08,0.0010423171758194526,0.00279000809054195,0.0016243442785635444,0.0011669252135249604
2018-06-11,-0.018097847834850977,0.004061995302881934,0.003503444849073451,0.0032720344380769055
2018-06-12,0.005385734327782949,0.007645355129121723,0.007782267110428416,0.007780211751917768
2018-06-13,0.02010792248089719,0.0036588835281762522,0.008495502044730091,0.009287408198768258
2018-06-14,0.020768684523493695,0.018732251291113507,0.019966777556387358,0.020210178308944077
2018-06-15,-0.01627544612214353,0.00434749988181876,0.0025044872412643407,0.0021999878979043577
2018-06-18,0.01189247659737845,-0.007930150080838808,-0.001118432876090314,-0.0001668568709711207
2018-06-19,0.005489625580484069,0.0013250784115071673,0.00011980434724833539,-0.00011120793398002472
2018-06-20,0.008906913823523025,0.006323015325916715,0.007131814453448154,0.00745303594640249
2018-06-21,0.012766006021427814,0.0068861692982976975,0.007171638714234366,0.007454289784792531
2018-06-22,0.0184881873670742,-0.0011958867827016736,0.0022792290158666186,0.0027377812371636354
2018-06-25,-0.004216033928071912,0.010492060783093653,0.009451056177990677,0.00864727299220902
2018-06-26,0.028257602184846194,0.01693709110233235,0.01722798388369997,0.017550169868613387
2018-06-27,-0.013163119243134246,-0.012373070838420678,-0.013656168122293656,-0.013978824070932833
2018-06-28,-0.0009376498748293753,-0.005614940617769274,-0.003926018501665783,-0.003488018384574058
2018-06-29,-0.011607162296769166,-0.00833521944136703,-0.012415171816716222,-0.012939469960906577
2018-07-02,-0.003977941977397374,0.004658492787825071,0.005294302989569481,0.005061857985031429
2018-07-03,-0.005304916462442565,-0.011615570500147996,-0.01180743139529813,-0.011743074489784695
2018-07-04,-0.003012691224423299,0.007837307143025251,0.005949284191770814,0.0055797016207227434
2018-07-05,-0.02160975716127116,-0.006388636016011856,-0.00903605781311331,-0.00943062743208591
2018-07-06,-0.009230932004639637,-0.01156541559129564,-0.009732140029428247,-0.009506659179874513
2018-07-09,0.0039449534819241665,-0.008828898384293257,-0.005607132343416301,-0.004748834628596469
2018-07-10,0.014101344150921407,0.004651276550805392,0.00449835456567004,0.0047848033171140605
2018-07-11,0.014613564859880903,0.012643275859774782,0.014632759776453445,0.014538631276600858
2018-07-12,0.017605758092196607,0.01598799297230978,0.016197373668129067,0.016292653899338906
2018-07-13,0.041941352899120606,0.018808514059618975,0.021364802157804202,0.02231070916592361
2018-07-16,0.008733469527519286,0.0066507345919902495,0.0082607111821188,0.008517780218109672
2018-07-17,-0.01822913586043096,-0.010819178720985864,-0.013641696556487126,-0.01398334040022466
2018-07-18,-0.025204852974119778,-0.008521803101660506,-0.01324251141995712,-0.014198420621941855
2018-07-19,0.016409390075510982,-0.0015010688330556535,0.0016582574490611353,0.0019154389374710181
2018-07-20,-0.02126670564580715,-0.010904193977583191,-0.012087172120826061,-0.01208180066483825
2018-07-23,0.009516730012961687,-0.001644020734004513,0.0013951602777688994,0.002125420480545999
2018-07-24,-0.022839009472917,-0.002681624590178549,-0.006404636801476582,-0.007122963467362871
2018-07-25,-0.010818617227996416,-0.002064897048415568,-0.0037250676050909603,-0.004292462517430355
2018-07-26,0.009391804018365762,0.00863504077749479,0.008891105207887244,0.009077573919270127
2018-07-27,-0.023021448681531387,-0.003461977936479712,-0.006885626148965309,-0.0075531365346397745
2018-07-30,-1.754411126186881e-06,-0.00649952986040832,-0.006476241424380656,-0.006338741813869619
2018-07-31,-0.011717553357388544,0.0015717261886487649,-0.0007703157027831779,-0.001179789610062339
2018-08-01,-0.03741684355994851,-0.014333719914508679,-0.017353430105611772,-0.017702547023754157
2018-08-02,0.0019283464717741682,-0.0034985058358678314,-0.002675127236077446,-0.002510480632629504
2018-08-03,0.011838115101758041,-0.0038597023321953272,0.0008828252528137251,0.0012946872932932956
2018-08-06,0.034374617898681514,0.01737004901418779,0.02056271505514385,0.021135176912104016
2018-08-07,0.003704888306228487,0.0034157387369909502,0.0010047645318846253,0.0006902694490549068
2018-08-08,0.006486254519520554,0.0070864141345780545,0.004620287166343261,0.004273264262498837
2018-08-09,0.007421669053944778,-0.0033634551160564743,-0.0005918724294371963,-0.00048613202823921675
2018-08-10,0.006676096255990863,-0.012202425364434775,-0.008436220976500607,-0.007863271012505852
2018-08-13,0.0012398397828605075,-0.009706628736391769,-0.008129247474514115,-0.008003001076956154
2018-08-14,-0.02250687541342707,-0.00718110182265307,-0.012548678593684573,-0.013597794339542278
2018-08-15,0.028411068034487563,0.02060532092888079,0.020768163793497805,0.020973939639925294
2018-08-16,-0.01473559768892777,-0.01643084057877269,-0.017232418177413,-0.017657224864766154
2018-08-17,-0.011306400562731609,0.0052950577447856565,0.0013040023260588946,0.0007792057851789824
2018-08-20,-0.006700813662016784,-0.011752016268322504,-0.010415667499259554,-0.010510401073436777
2018-08-21,0.03382646413778541,0.010733998404600069,0.014993447143034733,0.01562822486014681
2018-08-22,0.013141898860823816,0.0035208414034540374,0.0056458602226626495,0.005978421083437843
2018-08-23,0.01835529898608468,0.004549013962465832,0.007406765329116777,0.008181296003736219
2018-08-24,-0.0010901663090249147,-0.00707072409036216,-0.0059501899591315015,-0.00581188303603373
2018-08-27,-0.0048028043052194425,-0.006026609230086265,-0.003932504581338155,-0.0036513299193967432
2018-08-28,0.009647410562156655,0.006882435855979865,0.006914866010571119,0.0070357749561434915
2018-08-29,-0.019632701721122477,-0.016787419229376724,-0.01933107482282194,-0.019687259018105786
2018-08-30,-0.014498244852264704,-0.00540745946031173,-0.005680697089422822,-0.005624569096538727
2018-08-31,-0.005737640523878218,-0.019404642142523784,-0.019642773118587954,-0.019476250228124787
2018-09-03,0.017863458197847532,0.004435762688895997,0.005271188222900853,0.005778804032620784
2018-09-04,0.008108121239931022,0.018661705756352773,0.016460314868057636,0.015942752950000805
2018-09-05,0.013014719332985945,0.010259040874866395,0.011669874655125157,0.011586917915630638
2018-09-06,-0.0037747362694896414,-0.011792050928995228,-0.012266695666869986,-0.011992443874357345
2018-09-07,0.010121409906564174,-0.00021441544733872154,0.0026011838421881343,0.003174700261105168
2018-09-10,0.012239935917134027,0.009897069684058003,0.009780746502445477,0.009577658984794051
2018-09-11,0.012516675587625113,0.00442285841258142,0.00779885093725778,0.008030598384522265
2018-09-12,-0.005341364303104834,-0.007109418436234935,-0.007870033879070447,-0.00795695322729754
2018-09-13,0.023466075009600615,0.012547078522852109,0.012705427498356717,0.012835600051272081
2018-09-14,0.009675774529878781,0.008084370488351006,0.009167126905549713,0.009204168389113327
2018-09-17,0.02696626609921703,0.0167839774776627,0.020318548397184565,0.02103032403263405
2018-09-18,-0.0076759492973922944,-0.0018721513380837553,-0.003979139846138756,-0.004387066670979877
2018-09-19,0.012924471770188349,-0.012371738933167214,-0.009680619176426215,-0.008700790160431663
2018-09-20,-0.008795401001607733,-0.004439108341362873,-0.002156784542915269,-0.00205537677818927
2018-09-21,0.02109354076690687,0.007671943667726077,0.008106789139572856,0.008484606595405212
2018-09-24,0.0006685827141766454,0.007884454246816148,0.004086543998769882,0.003734219016507315
2018-09-25,-0.011141378552159766,-0.005143311841035522,-0.005972313011794685,-0.006245381455749599
2018-09-26,0.006225403123877264,-0.009153370074931163,-0.00901632308817464,-0.009020632459974271
2018-09-27,0.02012143490512701,0.017544774665655703,0.01700963929272146,0.017155245319647145
2018-09-28,-0.029731604098338863,-0.011963602492353398,-0.013454100353812424,-0.013736314187285714
2018-10-01,-0.004722664997819081,-0.008561347437973967,-0.010301826166326133,-0.010650726427348526
2018-10-02,-0.00525127515734014,-0.0013449321211220478,-0.0026888887644040157,-0.0031341993597631865
2018-10-03,0.012418853519033162,0.0037512288878664072,0.0067769374734334585,0.0070550347567962515
2018-10-04,-0.003907715633108888,-0.009774742073246948,-0.01250233594632512,-0.01240392413377317
2018-10-05,0.0019691013316304818,-0.003938658996885975,-0.004820246507226869,-0.0046321205043236375
2018-10-08,0.019053411328047144,0.004146095348572586,0.006755795678664892,0.0073446195009595665
2018-10-09,0.0005709341507935863,0.008692267544874371,0.005310646182527084,0.004750500884569594
2018-10-10,-0.014588985618746527,-0.0001664363479972333,-0.0034135827084840783,-0.004239664263369192
2018-10-11,0.011765556115667514,0.006779003117235486,0.007300140071742246,0.007645482539025509
2018-10-12,-0.010969909267382363,-0.016958560356907508,-0.015002468602877836,-0.01471323176481289
2018-10-15,-0.015472162143932345,-0.0011146268692469117,-0.004494600846268326,-0.004989032631560382
2018-10-16,-0.029218469780570088,-0.008931545079640472,-0.011821049093062967,-0.01254708226716154
2018-10-17,-0.0058976206505594155,-0.004977302532100221,-0.005296853422498074,-0.005553108414097174
2018-10-18,-0.019722505081312923,-0.006805584673890322,-0.009770498252434258,-0.010424020868647466
2018-10-19,-0.003549765376876619,-0.00794006484022977,-0.007628031931227282,-0.007346315041475518
2018-10-22,-0.012325636347443807,0.012058434908250622,0.0072834092432017645,0.006331980975049223
2018-10-23,-0.01589224371486457,-0.0034893846716871316,-0.004582959964214138,-0.004984494544018077
2018-10-24,-0.001039089387113347,-0.003637846636849267,-0.003343724566376883,-0.003278922939688289
2018-10-25,0.0006327613206617396,0.004257866480945962,0.004000031978383714,0.0035400951574332167
2018-10-26,-0.012659746688206002,0.002193864421211404,-0.0012985111918237605,-0.002104127025972494
2018-10-29,0.017047022975964634,0.008984260609985995,0.009899800420560208,0.009668339437782558
2018-10-30,-0.0015852717244262684,0.006760352083485073,0.006541921398197839,0.0064277423119660036
2018-10-31,0.006493933249432096,0.0115772891412819,0.010972931040789021,0.010901532138723392
2018-11-01,0.017809420056989305,-0.00060366330703741,0.0014162783562106274,0.002057789923924802
2018-11-02,-0.012322110656340092,-0.010259005411119165,-0.013216524449542622,-0.01398977271643185
2018-11-05,-0.002917740963411139,0.009514692424315695,0.007937085249189332,0.007763617777322262
2018-11-06,0.004583286084845463,0.004422864080166761,0.005112908391430861,0.0052728743042448345
2018-11-07,0.021076276054618617,-0.002777684763350272,0.0009844489665944184,0.002062459648681514
2018-11-08,0.00391682735365227,-0.0072857616390069576,-0.004653035624121945,-0.004164884932598034
2018-11-09,-0.002974928019986472,0.005196114224651313,0.005032273726771889,0.004689559329119889
2018-11-12,-0.0036848119940169396,-0.002170261852838302,-0.0033056121095490013,-0.003692129412835809
2018-11-13,0.030178755300787088,0.02259697551861474,0.023978255688957777,0.024452668911867814
2018-11-14,0.00653817499313311,0.01815749550299897,0.014346113304579796,0.013565662754171868
2018-11-15,-0.015730854445572606,-0.011095271938850251,-0.012348047972782874,-0.012821479399090358
2018-11-16,-0.007122774232234432,-0.0029049907101133324,-0.0024652263944910657,-0.0027260777638284757
2018-11-19,-0.003101451038952104,-0.012660303771852892,-0.010982448517406967,-0.010606025202339404
2018-11-20,0.0032517672072319742,-8.90326876377555e-07,0.00023645900805630048,0.0002465901472620826
2018-11-21,0.0017596944797560424,0.00785976463164672,0.0072877257828478925,0.0072793198310210725
2018-11-22,0.003304810002314226,0.001530444691169062,0.0005943755722231559,0.00045490196383516724
2018-11-23,-0.009006645753543633,-0.021385800759578563,-0.021640225152354982,-0.021752553584482116
2018-11-26,-0.006853985922996234,-0.003910732320202768,-0.005098174573464899,-0.0050038488498571985
2018-11-27,-0.012179702463631844,-0.0073292395608904265,-0.0061033203900441,-0.006244740310580329
2018-11-28,-0.0064841891889772935,-0.007768203822921779,-0.009191329441346046,-0.009483226016853122
2018-11-29,-0.020570797730221947,-0.01385214243310872,-0.016347258249146884,-0.016367216161336996
2018-11-30,-0.010794410057824442,-0.0034748147106940957,-0.003920541569580302,-0.0038247316572203407
2018-12-03,0.007776179482008987,0.00603319153251402,0.009116623870944352,0.009039131691644775
2018-12-04,-0.0016323370305176361,0.0008310619862126702,0.0002555789002076617,7.293040223345848e-05
2018-12-05,0.0033812508540297594,-0.013558793671536323,-0.011302690594242047,-0.010584294267525255
2018-12-06,-0.023036472692611484,-0.009817334418018957,-0.011700789686799174,-0.012408423855627682
2018-12-07,0.025462477474478527,0.02079284563920228,0.020758918367427437,0.020923279006527275
2018-12-10,0.011436478355366427,-0.01682945703848835,-0.011935187096192425,-0.010927331233152832
2018-12-11,-0.022917817390000667,-0.01203830204552106,-0.012138012546901122,-0.012317472053937423
2018-12-12,-0.0016569257257709508,0.011454192724317545,0.00843067195265947,0.007911531452944653
2018-12-13,0.043835202802675624,0.023344373420779243,0.025019429875159278,0.025798092534709938
2018-12-14,-0.020089301181870328,-0.013102052312083676,-0.013732768986326789,-0.013749984476460196
2018-12-17,-0.007918776806893806,-0.0075121735889759605,-0.007980043794865008,-0.00821161271308975
2018-12-18,0.0011244904551557043,0.008071567087099617,0.007592627626813422,0.007595317706984739
2018-12-19,0.01700850751287127,0.012513862659217483,0.013259461944388401,0.013191751410536521
2018-12-20,-0.020467537581196123,-0.0047410566975519194,-0.007670655915698784,-0.008119484076567873
2018-12-21,-0.0052288493015177654,0.0025125141420230318,0.0009244548998614197,0.0005389753017037517
2018-12-24,0.014430270171755329,0.008939951985697584,0.009386562350461855,0.009683805460077338
2018-12-25,-0.014051641444094027,0.003760137397573835,-0.000336329228519951,-0.0015595069585542425
2018-12-26,-0.0071033722375890155,-0.004975259789832838,-0.006361401260320289,-0.006174204945930368
2018-12-27,-0.007333936338124591,-0.008130023484440026,-0.006291333176655502,-0.0060834128215530026
2018-12-28,-0.023552919160381842,-0.00854703150369182,-0.009301452053206047,-0.009430629647029305
2018-12-31,-0.00837739558682878,0.007068506167025143,0.002146146171728384,0.0012043719036402
2019-01-01,-0.0013938971965688416,0.0009656419472912795,0.0007511855949787032,0.0006028584013918483
2019-01-02,0.006399519147784391,0.0012373517871841141,0.0012351170344278993,0.0015198688846394526
2019-01-03,-0.009297287343986244,-0.007347534080513311,-0.008336673984853077,-0.008454654535391144
2019-01-04,0.010027158671688316,0.006136922667144329,0.0072198379347183615,0.007825430366993605
2019-01-07,0.004263102401716549,0.00631325280699216,0.005247970162139198,0.005288248574084794
2019-01-08,0.010700113724038467,-0.00871938902011951,-0.004069257373713315,-0.00310712472475122
2019-01-09,0.018952561816649387,-0.004386526041843454,-0.004260549020807396,-0.003725046514612788
2019-01-10,-0.00042764902917470947,0.009833174830317998,0.006700255835596387,0.006363077004988763
2019-01-11,0.0025332293311695685,-0.001520016376069288,-0.0017327945808701217,-0.0016274678560576812
2019-01-14,-0.013550639193212744,-0.012883275952534665,-0.011641110767192445,-0.01169790718078321
2019-01-15,0.004770005356638596,0.0009948000926127518,0.0014342047193705385,0.001637175023505984
2019-01-16,0.01575807558588586,-0.002533520110388094,0.0011867086197790218,0.0017416449715141704
2019-01-17,0.026294337339830574,0.023560437445694454,0.021853353398871248,0.02176403625312099
2019-01-18,0.0013419523377140507,0.009995587326806965,0.008879994506496822,0.00861549949327578
2019-01-21,0.01425568354361273,0.005470913353556134,0.007531208078882044,0.008035235922436712
2019-01-22,0.0011168741808330537,-0.004955212978140106,-0.004949215869505559,-0.005297052444896106
2019-01-23,-0.016395405350728292,-0.016644037850104355,-0.01851225002561143,-0.01875909577681465
2019-01-24,0.01703191486129256,0.010957521751270046,0.008863680869949117,0.008551801507643748
2019-01-25,0.004214956738004369,0.006367224127417267,0.008064277953897105,0.008668621418951916
2019-01-28,-0.00865719715802452,0.0021218527291562476,0.0003221735597180055,8.703795488786592e-05
2019-01-29,-0.014309304517215191,-0.015034635206632936,-0.013641206714934427,-0.013476649619688011
2019-01-30,-0.013459874393449613,-0.0030864448615730133,-0.0051774388130707335,-0.0056394411817602035
2019-01-31,0.002583436784998914,-0.00372234815318152,-0.004362747545323563,-0.004227626134231203
2019-02-01,0.004086619703253046,-0.01243322209271304,-0.008654241183647009,-0.007747106288081025
2019-02-04,-0.025091939617493144,-0.012942169852322627,-0.01841215157837842,-0.01882080908147212
2019-02-05,-0.00566722501282929,-0.0011302301224615406,-0.0018972347135814381,-0.0017331324640654229
2019-02-06,-0.0003181041309805315,0.007326725742335914,0.006843113740135614,0.0070318226702105
2019-02-07,-0.007157976796536101,-0.008982952893487408,-0.009123449004656671,-0.00905893886281948
2019-02-08,-0.008604220389717447,-0.009254776627894411,-0.010595552880620737,-0.010673972805302079
2019-02-11,0.008498837075795785,-0.006394282475389857,-0.004578246714985738,-0.004593759194928141
2019-02-12,0.018182116068529423,0.002326334329291697,0.004300332481008036,0.005094835956247175
2019-02-13,0.024840958630766775,0.016085479207731238,0.01622472258704334,0.01660175585962901
2019-02-14,-0.025253014988950783,-0.025030116494667843,-0.024055079748653334,-0.024191624322370743
2019-02-15,0.002064489482595021,-0.0009143928960522983,0.001243914261314556,0.0014348398550382833
2019-02-18,-0.009954313453141475,-0.0021860049560526937,-0.006510838744851904,-0.006941361333501224
2019-02-19,0.015773519174693624,-0.0010317704190195036,0.00342150620995974,0.00426708055855309
2019-02-20,-0.016415919643973195,-0.007863575550198332,-0.010016387408392691,-0.010145962500279455
2019-02-21,-0.010326857304556852,-0.00519911447983755,-0.004547507327707864,-0.004920823189356715
2019-02-22,0.018331366798359644,0.0029286240480319876,0.004607637857109917,0.005268684369660918
2019-02-25,0.019598481776273477,0.01574590132561914,0.015794555219033387,0.016013553417507247
2019-02-26,-0.01826954649815887,-0.013214700315621936,-0.015326230200262074,-0.015466674148269965
2019-02-27,0.013411869290383049,0.010039479877916806,0.008974342518868734,0.009187583953351064
2019-02-28,-0.029108847302647997,-0.006690044685799033,-0.010069522965986982,-0.010715483264697512
